"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"1462","560","953","410","771","336","0","12","0","12","0","12","164","263","0","12","18","29","0","12","18","29","509","395","46","74","0","12","0","12","0","12","0","12","421","403","42","104","42","104","0","12","1500000US490351134151","Block Group 1, Census Tract 1134.15, Salt Lake County, Utah"
"2100","501","1395","447","1256","475","21","36","0","12","41","67","0","12","0","12","77","76","0","12","77","76","705","492","449","461","0","12","62","97","0","12","0","12","74","102","120","131","81","123","39","45","1500000US490351134152","Block Group 2, Census Tract 1134.15, Salt Lake County, Utah"
"1554","727","414","368","381","369","24","157","0","12","2","3","7","14","0","12","0","12","0","12","0","12","1140","782","0","12","0","12","0","12","0","12","0","12","1140","782","0","12","0","12","0","12","1500000US490351134153","Block Group 3, Census Tract 1134.15, Salt Lake County, Utah"
"1090","318","969","318","876","300","0","12","0","12","71","103","0","12","0","12","22","27","22","27","0","12","121","140","15","24","0","12","0","12","0","12","0","12","36","43","70","107","38","57","32","49","1500000US490351135051","Block Group 1, Census Tract 1135.05, Salt Lake County, Utah"
"1792","476","1305","397","1071","295","0","12","174","235","32","48","0","12","0","12","28","39","0","12","28","39","487","341","113","95","0","12","0","12","0","12","0","12","352","349","22","28","22","28","0","12","1500000US490351135052","Block Group 2, Census Tract 1135.05, Salt Lake County, Utah"
"1439","660","1305","640","1159","528","134","175","0","12","0","12","12","19","0","12","0","12","0","12","0","12","134","191","9","12","0","12","0","12","0","12","0","12","125","190","0","12","0","12","0","12","1500000US490351135053","Block Group 3, Census Tract 1135.05, Salt Lake County, Utah"
"2226","782","1216","467","1061","432","11","18","0","12","33","55","95","129","0","12","16","26","0","12","16","26","1010","541","151","155","0","12","0","12","0","12","0","12","737","505","122","163","122","163","0","12","1500000US490351135054","Block Group 4, Census Tract 1135.05, Salt Lake County, Utah"
"1462","647","1174","649","761","566","65","118","0","12","299","230","0","12","0","12","49","78","0","12","49","78","288","247","95","130","0","12","0","12","0","12","0","12","193","216","0","12","0","12","0","12","1500000US490351135091","Block Group 1, Census Tract 1135.09, Salt Lake County, Utah"
"773","383","543","327","414","295","54","87","0","12","37","61","0","12","0","12","38","67","0","12","38","67","230","250","29","45","0","12","0","12","0","12","0","12","141","162","60","105","60","105","0","12","1500000US490351135092","Block Group 2, Census Tract 1135.09, Salt Lake County, Utah"
"2217","799","558","241","530","239","0","12","17","27","0","12","0","12","0","12","11","21","0","12","11","21","1659","777","646","537","0","12","0","12","0","12","0","12","966","691","47","57","19","33","28","47","1500000US490351135093","Block Group 3, Census Tract 1135.09, Salt Lake County, Utah"
"1861","577","1350","479","1070","412","139","176","15","24","116","138","0","12","0","12","10","17","10","17","0","12","511","396","242","171","0","12","0","12","0","12","0","12","269","357","0","12","0","12","0","12","1500000US490351135094","Block Group 4, Census Tract 1135.09, Salt Lake County, Utah"
"1461","396","1073","314","743","175","24","29","59","88","135","177","19","31","34","54","59","64","0","12","59","64","388","248","129","110","28","36","0","12","0","12","0","12","221","250","10","15","0","12","10","15","1500000US490351135101","Block Group 1, Census Tract 1135.10, Salt Lake County, Utah"
"911","319","634","241","634","241","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","277","208","219","181","0","12","0","12","0","12","0","12","58","70","0","12","0","12","0","12","1500000US490351135102","Block Group 2, Census Tract 1135.10, Salt Lake County, Utah"
"774","521","687","481","233","121","35","56","0","12","419","470","0","12","0","12","0","12","0","12","0","12","87","132","46","70","41","62","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351135103","Block Group 3, Census Tract 1135.10, Salt Lake County, Utah"
"2082","365","1669","297","1163","308","47","47","0","12","351","39","0","12","0","12","108","82","18","28","90","75","413","238","214","187","127","138","0","12","31","60","0","12","0","12","41","45","0","12","41","45","1500000US490351135111","Block Group 1, Census Tract 1135.11, Salt Lake County, Utah"
"1626","705","1105","318","1049","315","12","23","0","12","12","22","0","12","0","12","32","38","0","12","32","38","521","571","162","161","0","12","0","12","0","12","0","12","357","520","2","4","2","4","0","12","1500000US490351135112","Block Group 2, Census Tract 1135.11, Salt Lake County, Utah"
"1828","325","1464","282","1130","225","135","136","58","64","37","35","39","51","0","12","65","67","0","12","65","67","364","212","156","161","8","12","0","12","0","12","0","12","200","117","0","12","0","12","0","12","1500000US490351135121","Block Group 1, Census Tract 1135.12, Salt Lake County, Utah"
"2001","511","1501","518","868","300","7","13","28","43","585","457","0","12","0","12","13","19","0","12","13","19","500","296","22","26","0","12","0","12","0","12","0","12","462","294","16","17","7","11","9","13","1500000US490351135122","Block Group 2, Census Tract 1135.12, Salt Lake County, Utah"
"1584","553","1450","502","1349","490","0","12","0","12","101","40","0","12","0","12","0","12","0","12","0","12","134","149","30","51","0","12","22","38","0","12","0","12","82","135","0","12","0","12","0","12","1500000US490351135131","Block Group 1, Census Tract 1135.13, Salt Lake County, Utah"
"1735","550","748","240","568","219","46","82","0","12","85","112","0","12","0","12","49","68","40","66","9","15","987","501","326","267","0","12","0","12","0","12","0","12","463","415","198","250","137","214","61","109","1500000US490351135132","Block Group 2, Census Tract 1135.13, Salt Lake County, Utah"
"2572","896","1851","842","1175","469","0","12","0","12","630","711","0","12","46","74","0","12","0","12","0","12","721","444","41","49","0","12","0","12","0","12","0","12","623","444","57","72","42","66","15","25","1500000US490351135133","Block Group 3, Census Tract 1135.13, Salt Lake County, Utah"
"1788","609","853","409","682","381","17","30","0","12","108","162","0","12","0","12","46","59","0","12","46","59","935","595","493","370","0","12","0","12","0","12","0","12","215","351","227","332","206","331","21","32","1500000US490351135141","Block Group 1, Census Tract 1135.14, Salt Lake County, Utah"
"1969","540","1381","496","992","430","112","112","0","12","116","108","0","12","0","12","161","176","0","12","161","176","588","341","209","220","28","49","0","12","0","12","0","12","232","215","119","190","102","163","17","28","1500000US490351135142","Block Group 2, Census Tract 1135.14, Salt Lake County, Utah"
"719","275","488","174","437","178","0","12","0","12","33","62","0","12","18","29","0","12","0","12","0","12","231","204","79","83","0","12","0","12","0","12","0","12","152","202","0","12","0","12","0","12","1500000US490351135143","Block Group 3, Census Tract 1135.14, Salt Lake County, Utah"
"1723","503","596","231","501","234","0","12","22","33","73","71","0","12","0","12","0","12","0","12","0","12","1127","520","260","191","52","77","0","12","0","12","0","12","815","510","0","12","0","12","0","12","1500000US490351135144","Block Group 4, Census Tract 1135.14, Salt Lake County, Utah"
"2166","573","2081","561","1913","552","0","12","0","12","61","82","0","12","0","12","107","122","0","12","107","122","85","112","85","112","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351135151","Block Group 1, Census Tract 1135.15, Salt Lake County, Utah"
"1581","476","1187","396","1053","382","0","12","23","47","22","34","0","12","0","12","89","116","0","12","89","116","394","273","91","104","0","12","0","12","0","12","0","12","247","260","56","92","0","12","56","92","1500000US490351135152","Block Group 2, Census Tract 1135.15, Salt Lake County, Utah"
"2991","657","2641","679","2288","593","0","12","0","12","294","295","0","12","0","12","59","96","0","12","59","96","350","222","185","156","0","12","0","12","0","12","0","12","132","125","33","55","33","55","0","12","1500000US490351135153","Block Group 3, Census Tract 1135.15, Salt Lake County, Utah"
"2412","726","1494","356","1343","324","13","21","0","12","76","86","0","12","0","12","62","57","10","18","52","58","918","553","297","234","0","12","15","24","0","12","0","12","592","488","14","32","14","32","0","12","1500000US490351135201","Block Group 1, Census Tract 1135.20, Salt Lake County, Utah"
"2206","579","1725","362","1481","360","10","19","33","45","188","216","0","12","0","12","13","23","0","12","13","23","481","350","381","341","0","12","0","12","0","12","0","12","89","99","11","20","11","20","0","12","1500000US490351135202","Block Group 2, Census Tract 1135.20, Salt Lake County, Utah"
"1826","448","1320","401","1176","377","39","45","0","12","29","36","31","33","0","12","45","59","0","12","45","59","506","251","287","239","0","12","0","12","0","12","0","12","41","59","178","178","160","175","18","27","1500000US490351135211","Block Group 1, Census Tract 1135.21, Salt Lake County, Utah"
"2018","1050","1731","1029","1552","1011","0","12","0","12","60","76","0","12","38","55","81","115","81","115","0","12","287","198","67","84","0","12","0","12","0","12","0","12","125","177","95","114","31","55","64","102","1500000US490351135212","Block Group 2, Census Tract 1135.21, Salt Lake County, Utah"
"2219","893","1407","700","1290","689","15","23","0","12","1","4","98","133","0","12","3","7","0","12","3","7","812","658","77","73","0","12","0","12","0","12","0","12","728","660","7","12","0","12","7","12","1500000US490351135213","Block Group 3, Census Tract 1135.21, Salt Lake County, Utah"
"1322","501","1265","504","958","314","261","390","0","12","24","27","0","12","0","12","22","38","0","12","22","38","57","71","13","23","0","12","0","12","0","12","0","12","0","12","44","68","44","68","0","12","1500000US490351135214","Block Group 4, Census Tract 1135.21, Salt Lake County, Utah"
"1748","313","1579","314","1232","212","12","19","18","31","245","217","13","25","0","12","59","66","0","12","59","66","169","84","26","41","0","12","0","12","0","12","0","12","125","70","18","23","14","22","4","7","1500000US490351135221","Block Group 1, Census Tract 1135.22, Salt Lake County, Utah"
"1592","361","1422","361","1334","354","0","12","0","12","27","43","0","12","0","12","61","51","11","16","50","48","170","109","41","44","0","12","0","12","0","12","0","12","67","67","62","59","62","59","0","12","1500000US490351135222","Block Group 2, Census Tract 1135.22, Salt Lake County, Utah"
"1541","471","1179","326","1161","330","0","12","0","12","0","12","0","12","6","10","12","18","0","12","12","18","362","320","68","48","0","12","0","12","0","12","0","12","108","148","186","298","186","298","0","12","1500000US490351135231","Block Group 1, Census Tract 1135.23, Salt Lake County, Utah"
"1257","426","985","442","841","369","0","12","7","15","0","12","0","12","0","12","137","190","0","12","137","190","272","159","128","116","29","43","0","12","0","12","0","12","66","65","49","46","43","44","6","9","1500000US490351135232","Block Group 2, Census Tract 1135.23, Salt Lake County, Utah"
"1653","537","1091","408","1034","407","1","3","0","12","43","49","0","12","0","12","13","22","0","12","13","22","562","305","255","201","0","12","0","12","0","12","0","12","307","244","0","12","0","12","0","12","1500000US490351135233","Block Group 3, Census Tract 1135.23, Salt Lake County, Utah"
"1301","371","617","215","445","166","33","59","29","49","43","52","10","16","0","12","57","79","0","12","57","79","684","382","314","334","0","12","15","24","0","12","0","12","220","239","135","117","111","99","24","36","1500000US490351135234","Block Group 4, Census Tract 1135.23, Salt Lake County, Utah"
"2485","571","2149","474","1718","501","74","88","0","12","153","209","160","169","0","12","44","54","0","12","44","54","336","277","24","28","0","12","157","256","0","12","0","12","48","61","107","119","83","112","24","40","1500000US490351135261","Block Group 1, Census Tract 1135.26, Salt Lake County, Utah"
"2277","793","1222","557","942","366","246","306","0","12","20","28","0","12","0","12","14","21","0","12","14","21","1055","546","145","192","0","12","0","12","0","12","0","12","731","525","179","184","43","48","136","147","1500000US490351135262","Block Group 2, Census Tract 1135.26, Salt Lake County, Utah"
"1276","438","776","416","407","199","0","12","0","12","205","279","157","216","0","12","7","17","7","17","0","12","500","279","204","171","0","12","4","20","0","12","0","12","188","197","104","155","104","155","0","12","1500000US490351135263","Block Group 3, Census Tract 1135.26, Salt Lake County, Utah"
"1726","380","1098","295","614","206","191","232","0","12","0","12","213","214","0","12","80","60","0","12","80","60","628","232","244","205","0","12","0","12","0","12","0","12","277","224","107","96","37","56","70","58","1500000US490351135271","Block Group 1, Census Tract 1135.27, Salt Lake County, Utah"
